word,pinyin,meaning
咖啡,kāfēi,"['coffee (loanword)', 'CL:杯[bei1]']"
所谓,suǒwèi,"['so-called', 'what is called']"
灰,hūi,"['ash', 'dust', 'lime', 'gray', 'discouraged', 'dejected']"
招,zhāo,"['to recruit', 'to provoke', 'to beckon', 'to incur', 'to infect', 'contagious', 'a move (chess)', 'a maneuver', 'device', 'trick', 'to confess']"
区,qū,"['area', 'region', 'district', 'small', 'distinguish', 'CL:個|个[ge4]']"
床,chuáng,['variant of 床[chuang2]']
放假,fàngjiǎ,['to have a holiday or vacation']
准,zhǔn,"['accurate', 'standard', 'definitely', 'certainly', 'about to become (bride, son-in-law etc)', 'quasi-', 'para-']"
不让,bùràng,
提前,tíqián,"['to shift to an earlier date', 'to do sth ahead of time', 'in advance']"
往,wǎng,['old variant of 往[wang3]']
失眠,shīmián,['to suffer from insomnia']
报名,bàomíng,"['to sign up', ""to enter one's name"", 'to apply', 'to register', 'to enroll', 'to enlist']"
影响,yǐngxiǎng,"['influence', 'effect', 'to influence', 'to affect (usually adversely)', 'to disturb', 'CL:股[gu3]']"
听到,tīngdào,['to hear']
出门,chūmén,"['to go out', 'to leave home', 'to go on a journey', 'away from home', '(of a woman) to get married']"
放心,fàngxīn,"['to feel relieved', 'to feel reassured', 'to be at ease']"
银,yín,"['silver', 'silver-colored', 'relating to money or currency']"
奔,bēn,"['variant of 奔[ben1]', 'variant of 奔[ben4]']"
也许,yěxǔ,"['perhaps', 'maybe']"
客气,kèqì,"['polite', 'courteous', 'formal', 'modest']"
命,mìng,"['life', 'fate', 'order or command', 'to assign a name, title etc']"
网,wǎng,"['net', 'network']"
嘴,zǔi,"['mouth', 'beak', 'nozzle', 'spout (of teapot etc)', 'CL:張|张[zhang1],個|个[ge4]']"
鞋,xié,['variant of 鞋[xie2]']
身边,shēnbiān,"[""at one's side"", 'on hand']"
旅游,lv̌yóu,"['trip', 'journey', 'tourism', 'travel', 'tour', 'to travel']"
回忆,húiyì,"['to recall', 'memories', 'CL:個|个[ge4]']"
兴趣,xīngqù,"['interest (desire to know about sth)', 'interest (thing in which one is interested)', 'hobby', 'CL:個|个[ge4]']"
不住,bùzhù,"['repeatedly', 'continuously', 'constantly', 'unable to (resist, conceal etc)']"
艺术,yìzhú,['art']
阿姨,āyí,"['maternal aunt', 'step-mother', 'childcare worker', 'nursemaid', ""woman of similar age to one's parents (term of address used by child)"", 'CL:個|个[ge4]']"
抱,bào,"['to hold', ""to carry (in one's arms)"", 'to hug', 'to embrace', 'to surround', 'to cherish']"
接受,jiēshòu,"['to accept', 'to receive']"
素质,sùzhí,"['inner quality', 'basic essence']"
味,wèi,"['taste', 'smell', 'classifier for drugs (in TCM)']"
家伙,jiāhuǒ,"['household dish, implement or furniture', 'domestic animal', '(coll.) guy', 'chap', 'weapon']"
自然,zìrán,"['nature', 'natural', 'naturally']"
安排,ānpái,"['to arrange', 'to plan', 'to set up', 'arrangements', 'plans']"
克,kè,['variant of 剋|克[ke4]']
哎哟,āiyo,"['hey', 'ow', 'ouch', 'interjection of pain or surprise']"
乐,lè,['music']
证,zhèng,"['certificate', 'proof', 'to prove', 'to demonstrate', 'to confirm', 'variant of 症[zheng4]']"
城市,chéngshì,"['city', 'town', 'CL:座[zuo4]']"
童鞋,tóngxié,
她们,tāmen,"['they', 'them (for females)']"
刚才,gāngcái,['(just) a moment ago']
主,zhǔ,"['owner', 'master', 'host', 'individual or party concerned', 'God', 'Lord', 'main', 'to indicate or signify', 'trump card (in card games)']"
解,jiě,"['acrobatic display (esp. on horseback) (old)', 'variant of 懈[xie4] and 邂[xie4] (old)']"
游戏,yóuxì,"['game', 'CL:場|场[chang3]', 'to play']"
苹果,píngguǒ,"['apple', 'CL:個|个[ge4],顆|颗[ke1]']"
风,fēng,"['wind', 'news', 'style', 'custom', 'manner', 'CL:陣|阵[zhen4],絲|丝[si1]']"
传说,chuánshuō,"['legend', 'folklore', 'to repeat from mouth to mouth', 'they say that...']"
动,dòng,"['(of sth) to move', 'to set in movement', 'to displace', 'to touch', 'to make use of', 'to stir (emotions)', 'to alter', 'abbr. for 動詞|动词[dong4 ci2], verb']"
胖子,pàngzǐ,"['fat person', 'fatty']"
毕业,bìyè,"['graduation', 'to graduate', 'to finish school']"
通知,tōngzhī,"['to notify', 'to inform', 'notice', 'notification', 'CL:個|个[ge4]']"
享受,xiǎngshòu,"['to enjoy', 'to live it up', 'pleasure', 'CL:種|种[zhong3]']"
这边,zhèbiān,"['this side', 'here']"
补,bǔ,"['to repair', 'to patch', 'to mend', 'to make up for', 'to fill (a vacancy)', 'to supplement']"
野,yě,"['field', 'plain', 'open space', 'limit', 'boundary', 'rude', 'feral']"
结束,jiéshù,"['termination', 'to finish', 'to end', 'to conclude', 'to close']"
懂得,dǒngdé,"['to understand', 'to know', 'to comprehend']"
搞笑,gǎoxiào,"['funny', 'hilarious']"
赢,yíng,"['to beat', 'to win', 'to profit']"
垃圾,lājí,"['trash', 'refuse', 'garbage', '(coll.) of poor quality', 'Taiwan pr. [le4 se4]']"
型,xíng,"['mold', 'type', 'style', 'model']"
双,shuāng,"['two', 'double', 'pair', 'both', 'even (number)']"
冒,mào,"['to emit', 'to give off', 'to send out (or up, forth)', 'to brave', 'to face', 'reckless', ""to falsely adopt (sb's identity etc)"", 'to feign', '(literary) to cover']"
配,pèi,"['to join', 'to fit', 'to mate', 'to mix', 'to match', 'to deserve', 'to make up (a prescription)', 'to allocate']"
外面,wàimiàn,['outside']
破,pò,"['broken', 'damaged', 'worn out', 'lousy', 'rotten', 'to break, split or cleave', 'to get rid of', 'to destroy', 'to break with', 'to defeat', 'to capture (a city etc)', 'to expose the truth of']"
确定,quèdìng,"['definite', 'certain', 'fixed', 'to fix (on sth)', 'to determine', 'to be sure', 'to ensure', 'to make certain', 'to ascertain', 'to clinch', 'to recognize', 'to confirm', 'OK (on computer dialog box)']"
读,dú,"['to read', 'to study', 'reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1]']"
医院,yìyuàn,"['hospital', 'CL:所[suo3],家[jia1],座[zuo4]']"
好几,hǎojī,"['several', 'quite a few']"
西,xī,['west']
设计,shèjì,"['plan', 'design', 'to design', 'to plan', 'CL:個|个[ge4]']"
无法,wúfǎ,"['unable', 'incapable']"
锅,guō,"['pot', 'pan', 'boiler', 'CL:口[kou3],隻|只[zhi1]']"
担心,dànxīn,"['anxious', 'worried', 'uneasy', 'to worry', 'to be anxious']"
提,tí,"['to carry (hanging down from the hand)', 'to lift', 'to put forward', 'to mention', 'to raise (an issue)', 'upwards character stroke', 'lifting brush stroke (in painting)', 'scoop for measuring liquid']"
报,bào,"['to announce', 'to inform', 'report', 'newspaper', 'recompense', 'revenge', 'CL:份[fen4],張|张[zhang1]']"
惹,rě,"['to provoke', 'to irritate', 'to vex', 'to stir up', 'to anger', 'to attract (troubles)', 'to cause (problems)']"
喽,lou,"['(final particle equivalent to 了[le5])', '(particle calling attention to, or mildly warning of, a situation)']"
分钟,fēnzhōng,['minute']
笨,bèn,"['stupid', 'foolish', 'silly', 'slow-witted', 'clumsy']"
先生,xiānshēng,"['teacher', 'husband', 'doctor (dialect)', 'CL:位[wei4]']"
发生,fāshēng,"['to happen', 'to occur', 'to take place', 'to break out']"
视频,shìpín,['video']
声,shēng,"['sound', 'voice', 'tone', 'noise', 'classifier for sounds']"
香港,xiānggǎng,['Hong Kong']
素,sù,"['raw silk', 'white', 'plain, unadorned', 'vegetarian (food)', 'essence', 'nature', 'element', 'constituent', 'usually', 'always', 'ever']"
刘,líu,['surname Liu']
药,yào,"['medicine', 'drug', 'substance used for a specific purpose (e.g. poisoning, explosion, fermenting)', 'CL:種|种[zhong3],服[fu4],味[wei4]', 'to poison']"
麻烦,máfán,"['inconvenient', 'troublesome', 'annoying', 'to trouble or bother sb', 'to put sb to trouble']"
数,shù,"['frequently', 'repeatedly']"
下班,xiàbān,"['to finish work', 'to get off work']"
大概,dàgài,"['roughly', 'probably', 'rough', 'approximate', 'about', 'general idea']"
咬,yǎo,['variant of 咬[yao3]']
认,rèn,"['to recognize', 'to know', 'to admit']"
宿舍,sùshè,"['dormitory', 'dorm room', 'living quarters', 'hostel', 'CL:間|间[jian1]']"
靠谱,kàopǔ,"['reliable', 'reasonable', 'probable']"
生气,shēngqì,"['to get angry', 'to take offense', 'angry', 'vitality', 'liveliness']"
难得,nándé,"['seldom', 'rare', 'hard to come by']"
不准,bùzhǔn,"['not to allow', 'to forbid', 'to prohibit']"
贴,tiē,"['to stick', 'to paste', 'to post (e.g. on a blog)', 'to keep close to', 'to fit snugly', 'to subsidize', 'allowance (e.g. money for food or housing)', 'sticker', 'classifier for sticking plaster: strip']"
单身,dānshēn,"['unmarried', 'single']"
烧,shāo,"['to burn', 'to cook', 'to stew', 'to bake', 'to roast', 'to heat', 'to boil (tea, water etc)', 'fever', 'to run a temperature', ""(coll.) to let things go to one's head""]"
承认,chéngrèn,"['to admit', 'to concede', 'to recognize', 'recognition (diplomatic, artistic etc)', 'to acknowledge']"
同事,tóngshì,"['colleague', 'co-worker', 'CL:個|个[ge4],位[wei4]']"
煮,zhǔ,"['to cook', 'to boil']"
象,xiàng,"['elephant', 'CL:隻|只[zhi1]', 'shape', 'form', 'appearance', 'to imitate']"
开车,kāichē,['to drive a car']
理,lǐ,"['texture', 'grain (of wood)', 'inner essence', 'intrinsic order', 'reason', 'logic', 'truth', 'science', 'natural science (esp. physics)', 'to manage', 'to pay attention to', 'to run (affairs)', 'to handle', 'to put in order', 'to tidy up']"
回答,húidá,"['to reply', 'to answer', 'the answer', 'CL:個|个[ge4]']"
早就,zǎojìu,['already at an earlier time']
别的,biéde,"['else', 'other']"
工资,gōngzī,"['wages', 'pay', 'CL:個|个[ge4],份[fen4],月[yue4]']"
长大,chángdà,['to grow up']
差点,chàdiǎn,"['almost', 'nearly']"
考试,kǎoshì,"['to take an exam', 'exam', 'CL:次[ci4]']"
想法,xiǎngfǎ,"['way of thinking', 'opinion', 'notion', 'to think of a way (to do sth)', 'CL:個|个[ge4]']"
真相,zhēnxiāng,"['the truth about sth', 'the actual facts']"
嫩,nèn,"['old variant of 嫩[nen4]', 'tender', 'delicate']"
呆,dāi,"['foolish', 'stupid', 'expressionless', 'blank', 'to stay']"
事儿,shìér,"[""one's employment"", 'business', 'matter that needs to be settled', 'erhua variant of 事[shi4]', 'CL:件[jian4],樁|桩[zhuang1]']"
斤,jīn,"['catty', 'weight equal to 0.5 kg', '(Tw) weight equal to 0.6 kg']"
分享,fēnxiǎng,['to share (let others have some of sth good)']
下周,xiàzhōu,['next week']
良心,liángxīn,['conscience']
百姓,bǎixìng,['common people']
饱,bǎo,"['to eat till full', 'satisfied']"
挖,wā,"['to dig', 'to excavate', 'to scoop out']"
练,liàn,"['to practice', 'to train', 'to drill', ""to perfect (one's skill)"", 'exercise']"
身材,shēncái,"['stature', 'build (height and weight)', 'figure']"
吹,chūi,"['to blow', 'to play a wind instrument', 'to blast', 'to puff', 'to boast', 'to brag', 'to end in failure', 'to fall through']"
姐妹,jiěmèi,"['sisters', 'siblings', 'sister (school, city etc)']"
市场,shìcháng,"['marketplace', 'market (also in abstract)']"
没错,méicuò,"[""that's right"", 'sure!', 'rest assured!', ""that's good"", ""can't go wrong""]"
颜色,yánsè,"['color', 'countenance', 'appearance', 'facial expression', 'pigment', 'dyestuff']"
觉,jué,"['to feel', 'to find that', 'thinking', 'awake', 'aware']"
相,xiāng,"['appearance', 'portrait', 'picture', 'government minister', '(physics) phase', '(literary) to appraise (esp. by scrutinizing physical features)', ""to read sb's fortune (by physiognomy, palmistry etc)""]"
强大,qiángdà,"['large', 'formidable', 'powerful', 'strong']"
证明,zhèngmíng,"['proof', 'certificate', 'identification', 'testimonial', 'CL:個|个[ge4]', 'to prove', 'to testify', 'to confirm the truth of']"
愿意,yuànyì,"['to wish', 'to want', 'ready', 'willing (to do sth)']"
团,tuán,['dumpling']
眼泪,yǎnlèi,"['tears', 'crying', 'CL:滴[di1]']"
单位,dānwèi,"['unit (of measure)', 'unit (group of people as a whole)', 'work unit (place of employment, esp. in the PRC prior to economic reform)', 'CL:個|个[ge4]']"
戴,dài,"['to put on or wear (glasses, hat, gloves etc)', 'to respect', 'to bear', 'to support']"
目前,mùqián,"['at the present time', 'currently']"
赶,gǎn,"['to overtake', 'to catch up with', 'to hurry', 'to rush', 'to try to catch (the bus etc)', 'to drive (cattle etc) forward', 'to drive (sb) away', 'to avail oneself of (an opportunity)', 'until']"
电,diàn,"['electric', 'electricity', 'electrical']"
深圳,shēnzhèn,"['Shenzhen subprovincial city in Guangdong, special economic zone close to Hong Kong']"
发展,fāzhǎn,"['development', 'growth', 'to develop', 'to grow', 'to expand']"
礼物,lǐwù,"['gift', 'present', 'CL:件[jian4],個|个[ge4],份[fen4]']"
改变,gǎibiàn,"['to change', 'to alter', 'to transform']"
嫁,jià,"['(of a woman) to marry', 'to marry off a daughter', 'to shift (blame etc)']"
老人,lǎorén,"['old man or woman', 'the elderly', ""one's aged parents or grandparents""]"
至少,zhìshǎo,"['at least', '(to say the) least']"
元,yuán,"['currency unit (esp. Chinese yuan)', 'first', 'original', 'primary', 'fundamental', 'constituent', 'part', 'era (of a reign)', '(math.) argument', 'variable', '(Tw) (geology) eon']"
香,xiāng,"['fragrant', 'sweet smelling', 'aromatic', 'savory or appetizing', '(to eat) with relish', '(of sleep) sound', 'perfume or spice', 'joss or incense stick', 'CL:根[gen1]']"
同志,tóngzhì,"['comrade', '(slang) homosexual', 'CL:個|个[ge4]']"
解决,jiějué,"['to settle (a dispute)', 'to resolve', 'to solve', 'to dispose of', 'to dispatch']"
再说,zàishuō,"['to say again', 'to put off a discussion until later', 'moreover', ""what's more"", 'besides']"
或,huò,"['maybe', 'perhaps', 'might', 'possibly', 'or']"
属于,shǔyú,"['to be classified as', 'to belong to', 'to be part of']"
乃,nǎi,['variant of 乃[nai3]']
警察,jǐngchá,"['police', 'police officer', 'CL:個|个[ge4]']"
线,xiàn,"['thread', 'string', 'wire', 'line', 'CL:條|条[tiao2],股[gu3],根[gen1]']"
法,fǎ,"['old variant of 法[fa3]', 'law']"
原因,yuányīn,"['cause', 'origin', 'root cause', 'reason', 'CL:個|个[ge4]']"
地址,dìzhǐ,"['address', 'CL:個|个[ge4]']"
围观,wéiguān,['to stand in a circle and watch']
九,jǐu,"['nine', '9']"
清,qīng,"['clear', 'distinct', 'quiet', 'just and honest', 'pure', 'to settle or clear up', 'to clean up or purge']"
动物,dòngwù,"['animal', 'CL:隻|只[zhi1],群[qun2],個|个[ge4]']"
要么,yàoyāo,"['or', 'either one or the other']"
果,guǒ,"['variant of 果[guo3]', 'fruit']"
金,jīn,"['gold', 'chemical element Au', 'generic term for lustrous and ductile metals', 'money', 'golden', 'highly respected', 'one of the eight ancient musical instruments 八音[ba1 yin1]']"
国庆,guóqìng,['National Day']
房,fáng,"['house', 'room', 'CL:間|间[jian1]', 'branch of an extended family', 'classifier for family members (or concubines)']"
得了,déle,"['(emphatically, in rhetorical questions) possible']"
进去,jìnqù,['to go in']
网上,wǎngshàng,['online']
队,dùi,"['squadron', 'team', 'group', 'CL:個|个[ge4]']"
方便,fāngbiàn,"['convenient', 'suitable', 'to facilitate', 'to make things easy', 'having money to spare', '(euphemism) to relieve oneself']"
侬,nóng,"['you (Wu dialect)', 'I, me (classical)']"
醉,zùi,['intoxicated']
大叔,dàshū,"[""eldest of father's younger brothers"", ""uncle (term used to address a man about the age of one's father)""]"
汤,tāng,"['soup', 'hot or boiling water', 'decoction of medicinal herbs', 'water in which sth has been boiled']"
咱俩,zánliǎ,['the two of us']
上面,shàngmiàn,"['on top of', 'above-mentioned']"
杂,zá,"['mixed', 'miscellaneous', 'various', 'to mix']"
音乐,yīnlè,"['music', 'CL:張|张[zhang1],曲[qu3],段[duan4]']"
心理,xīnlǐ,"['mental', 'psychological']"
打击,dǎjí,"['to hit', 'to strike', 'to attack', 'to crack down on sth', 'blow', '(psychological) shock', 'percussion (music)']"
聊,liáo,"['to chat', 'to depend upon (literary)', 'temporarily', 'just', 'slightly']"
真正,zhēnzhèng,"['genuine', 'real', 'true', 'genuinely']"
咁,咁,"['so (Cantonese)', 'Mandarin equivalent: 這樣|这样[zhe4 yang4]']"
间,jiān,"['gap', 'to separate', 'to thin out (seedlings)', 'to sow discontent']"
国,guó,"['country', 'nation', 'state', 'national', 'CL:個|个[ge4]']"
悲哀,bēiāi,"['grieved', 'sorrowful']"
皮,pí,"['leather', 'skin', 'fur', 'CL:張|张[zhang1]', 'pico- (one trillionth)', 'naughty']"
查,chá,['see 山查[shan1 zha1]']
嘞,lei,"['sentence-final particle similar to 了[le5], but carrying a tone of approval']"
前面,qiánmiàn,"['ahead', 'in front', 'preceding', 'above']"
圈,quān,"['circle', 'ring', 'loop', 'classifier for loops, orbits, laps of race etc', 'CL:個|个[ge4]', 'to surround', 'to circle']"
品,pǐn,"['article', 'commodity', 'product', 'goods', 'kind', 'grade', 'rank', 'character', 'disposition', 'nature', 'temperament', 'variety', 'to taste sth', 'to sample', 'to criticize', 'to comment', 'to judge', 'to size up']"
倒是,dǎoshì,"['contrary to what one might expect', 'actually', 'contrariwise', ""why don't you""]"
太阳,tàiyáng,"['sun', 'CL:個|个[ge4]', 'abbr. for 太陽穴|太阳穴[tai4 yang2 xue2]']"
何,hé,"['what', 'how', 'why', 'which', 'carry']"
比赛,bǐsài,"['competition (sports etc)', 'match', 'CL:場|场[chang3],次[ci4]']"
媒体,méitǐ,"['media, esp. news media']"
几时,jīshí,"['what time?', 'when?']"
操,cāo,['variant of 肏[cao4]']
道,dào,"['road', 'path', 'CL:條|条[tiao2],股[gu3]', 'principle', 'truth', 'morality', 'reason', 'skill', 'method', 'Dao (of Daoism)', 'to say', 'to speak', 'to talk', 'classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process', '(old) administrative division (similar to province in Tang times)']"
泡,pào,"['bubble', 'foam', 'blister (i.e. skin bubble)', 'to soak', 'to steep', 'to infuse', 'to dawdle', 'to shilly-shally', 'to hang about', 'to pick up (a girl)', 'to get off with (a sexual partner)', 'classifier for occurrences of an action', 'classifier for number of infusions']"
院,yuàn,"['courtyard', 'institution', 'CL:個|个[ge4]']"
候,hòu,"['to wait', 'to inquire after', 'to watch', 'season', 'climate', '(old) period of five days']"
缺,quē,"['deficiency', 'lack', 'scarce', 'vacant post', 'to run short of']"
欣赏,xīnshǎng,"['to appreciate', 'to enjoy', 'to admire']"
按,àn,"['to press', 'to push', 'to leave aside or shelve', 'to control', 'to restrain', ""to keep one's hand on"", 'to check or refer to', 'according to', 'in the light of', '(of an editor or author) to make a comment']"
交,jiāo,"['to hand over', 'to deliver', 'to pay (money)', 'to turn over', 'to make friends', 'to intersect (lines)']"
医生,yìshēng,"['doctor', 'CL:個|个[ge4],位[wei4],名[ming2]']"
明,míng,"['bright', 'opposite: dark 暗[an4]', '(of meaning) clear', 'to understand', 'next', 'public or open', 'wise', 'generic term for a sacrifice to the gods']"
上来,shànglái,"['to come up', 'to approach', '(verb complement indicating success)']"
甜,tián,['sweet']
游,yóu,"['to walk', 'to tour', 'to roam', 'to travel']"
叔叔,shūshū,"[""father's younger brother"", 'uncle', 'Taiwan pr. [shu2 shu5]', 'CL:個|个[ge4]']"
和谐,héxié,"['harmonious', 'harmony', '(euphemism) to censor']"
水平,shǔipíng,"['level (of achievement etc)', 'standard', 'horizontal']"
能力,nénglì,"['capability', 'ability', 'CL:個|个[ge4]']"
成为,chéngwèi,"['to become', 'to turn into']"
今日,jīnrì,['today']
部分,bùfēn,"['part', 'share', 'section', 'piece', 'CL:個|个[ge4]']"
瓶,píng,['variant of 瓶[ping2]']
慢,màn,['slow']
玩意,wányì,"['toy', 'plaything', 'thing', 'act', 'trick (in a performance, stage show, acrobatics etc)']"
时代,shídài,"['age', 'era', 'epoch', ""period (in one's life)"", 'CL:個|个[ge4]']"
新浪,xīnlàng,"['Sina, Chinese web portal and online media company']"
一会,yīhùi,"['a moment', 'a while', 'in a moment', 'also pr. [yi1 hui3]']"
自由,zìyóu,"['freedom', 'free', 'liberty', 'CL:個|个[ge4]']"
算是,suànshì,"['considered to be', 'at last']"
后来,hòulái,"['afterwards', 'later']"
糖,táng,['old variant of 糖[tang2]']
地铁,dìtiě,"['subway', 'metro']"
气死,qìsǐ,"['to infuriate', 'to be furious', 'to die from an excess of anger']"
方式,fāngshì,"['way', 'manner', 'style', 'mode', 'pattern', 'CL:個|个[ge4]']"
玩笑,wánxiào,"['to joke', 'joke', 'jest']"
架,jià,"['to support', 'frame', 'rack', 'framework', 'classifier for planes, large vehicles, radios etc']"
宝,bǎo,"['jewel', 'gem', 'treasure', 'precious']"
短,duǎn,"['short', 'brief', 'to lack', 'weak point', 'fault']"
认真,rènzhēn,"['conscientious', 'earnest', 'serious', 'to take seriously', 'to take to heart']"
实话,shíhuà,['truth']
纯,chún,"['pure', 'simple', 'unmixed', 'genuine']"
害,hài,"['to do harm to', 'to cause trouble to', 'harm', 'evil', 'calamity']"
其,qí,"['his', 'her', 'its', 'their', 'that', 'such', 'it (refers to sth preceding it)']"
负责,fùzé,"['to be in charge of', 'to take responsibility for', 'to be to blame', 'conscientious']"
骚,sāo,"['trouble', 'disturbance', 'rumpus', 'flirty', 'coquettish', 'abbr. for 離騷|离骚[Li2 Sao1]', 'literary writings', 'smell of urine', 'foul smell', 'male (animal) (dialect)']"
强烈,qiángliè,"['intense', '(violently) strong']"
具,jù,"['tool', 'device', 'utensil', 'equipment', 'instrument', 'talent', 'ability', 'to possess', 'to have', 'to provide', 'to furnish', 'to state', 'classifier for devices, coffins, dead bodies']"
同感,tónggǎn,"['(have the) same feeling', 'similar impression', 'common feeling']"
砸,zá,"['to smash', 'to pound', 'to fail', 'to muck up', 'to bungle']"
派,pài,"['clique', 'school', 'group', 'faction', 'to dispatch', 'to send', 'to assign', 'to appoint', 'pi (Greek letter Ππ)', 'the circular ratio pi = 3.1415926', '(loanword) pie']"
伤感,shānggǎn,"['sad', 'emotional', 'sentimental', 'pathos']"
思想,sīxiǎng,"['thought', 'thinking', 'idea', 'ideology', 'CL:個|个[ge4]']"
汗,hàn,"['perspiration', 'sweat', 'CL:滴[di1],頭|头[tou2],身[shen1]', 'to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)']"
忽悠,hūyōu,"['to rock', 'to sway', 'to flicker (e.g. of lights reflected on water)', 'to flutter (e.g. of a flag)', 'to trick sb into doing sth', 'to dupe', 'to con']"
重庆,zhòngqìng,"['Chongqing city (Chungking), formerly in Sichuan province, a municipality since 1997, short name 渝[Yu2]']"
改天,gǎitiān,"['another day', 'some other time', 'to find another day (for appointment etc)', 'to take a rain check']"
唱歌,chànggē,['to sing a song']
指,zhǐ,"['finger', 'to point at or to', 'to indicate or refer to', 'to depend on', 'to count on', '(of hair) to stand on end']"
发型,fāxíng,"['hairstyle', 'coiffure', 'hairdo']"
妹子,mèizǐ,"['(dialect) younger sister', 'girl']"
夏天,xiàtiān,"['summer', 'CL:個|个[ge4]']"
办公,bàngōng,"['to handle official business', 'to work (esp. in an office)']"
局,jú,"['office', 'situation', 'classifier for games: match, set, round etc']"
词,cí,"['word', 'statement', 'speech', 'lyrics', 'CL:組|组[zu3],個|个[ge4]', 'classical Chinese poem', 'CL:首[shou3]']"
作为,zuòwèi,"[""one's conduct"", 'deed', 'activity', 'accomplishment', 'achievement', 'to act as', 'as (in the capacity of)', 'qua', 'to view as', 'to look upon (sth as)', 'to take sth to be']"
兄,xiōng,['elder brother']
多多,duōduō,"['many', 'much', 'a lot', 'lots and lots', 'more', 'even more']"
十一,shíyī,"['eleven', '11']"
是否,shìfǒu,"['whether (or not)', 'if', ""is or isn't""]"
起床,qǐchuáng,"['to get out of bed', 'to get up']"
脑残,nǎocán,"['moronic', 'brainless', 'bonehead', 'retard']"
自,zì,"['self', 'oneself', 'from', 'since', 'naturally', 'surely']"
顿,dùn,"['to stop', 'to pause', 'to arrange', 'to lay out', 'to kowtow', ""to stamp (one's foot)"", 'at once', 'classifier for meals, beatings, scoldings etc: time, bout, spell, meal']"
愿,yuàn,"['to hope', 'to wish', 'to desire', 'hoped-for', 'ready', 'willing', 'sincere']"
曾经,céngjīng,"['once', 'already', 'former', 'previously', 'ever', '(past tense marker used before verb or clause)']"
火锅,huǒguō,['hotpot']
删,shān,['to delete']
熟,shú,"['cooked (of food)', 'ripe (of fruit)', 'mature (of seeds)', 'familiar', 'skilled', 'done', 'also pr. [shou2]']"
来说,láishuō,
未来,wèilái,"['future', 'tomorrow', 'CL:個|个[ge4]', 'approaching', 'coming', 'pending']"
速度,sùdù,"['speed', 'rate', 'velocity', '(music) tempo', 'CL:個|个[ge4]']"
拍照,pāizhào,['to take a picture']
点儿,diǎnér,['erhua variant of 點|点[dian3]']
海,hǎi,"['ocean', 'sea', 'CL:個|个[ge4],片[pian4]', 'great number of people or things', '(dialect) numerous']"
节日,jiérì,"['holiday', 'festival', 'CL:個|个[ge4]']"
形象,xíngxiàng,"['image', 'form', 'figure', 'CL:個|个[ge4]', 'visualization', 'vivid']"
输,shū,"['to lose', 'to transport', 'to donate', 'to enter (a password)']"
遍,biàn,"['everywhere', 'all over', 'classifier for actions: one time']"
本人,běnrén,"['the person himself', 'I (humble form used in speeches)', 'oneself', 'myself', 'in person', 'personal']"
害怕,hàipà,"['to be afraid', 'to be scared']"
状态,zhuàngtài,"['state of affairs', 'state', 'mode', 'situation', 'CL:個|个[ge4]']"
空,kōng,"['to empty', 'vacant', 'unoccupied', 'space', 'leisure', 'free time']"
宣传,xuānchuán,"['to disseminate', 'to give publicity to', 'propaganda', 'CL:個|个[ge4]']"
得瑟,désè,"['(dialect) to be cocky', 'smug', 'to show off']"
款,kuǎn,"['section', 'paragraph', 'funds', 'CL:筆|笔[bi3],個|个[ge4]', 'classifier for versions or models (of a product)']"
林,lín,"['woods', 'forest', 'CL:片[pian4]', 'circle(s) (i.e. specific group of people)', 'a collection (of similar things)']"
不少,bùshǎo,"['many', 'a lot', 'not few']"
免费,miǎnfèi,['free (of charge)']
夸,kuā,"['to boast', 'to exaggerate', 'to praise']"
反,fǎn,"['contrary', 'in reverse', 'inside out or upside down', 'to reverse', 'to return', 'to oppose', 'opposite', 'against', 'anti-', 'to rebel', 'to use analogy', 'instead', 'abbr. for 反切[fan3 qie4] phonetic system']"
紧,jǐn,"['tight', 'strict', 'close at hand', 'near', 'urgent', 'tense', 'hard up', 'short of money', 'to tighten']"
麻将,májiāng,"['mahjong', 'CL:副[fu4]']"
信息,xìnxī,"['information', 'news', 'message']"
另,lìng,"['other', 'another', 'separate', 'separately']"
控,kòng,"['to control', 'to accuse', 'to charge', 'to sue', 'to invert a container to empty it', '(suffix) (slang) buff', 'enthusiast', 'devotee', '-phile or -philia']"
弟弟,dìdì,"['younger brother', 'CL:個|个[ge4],位[wei4]']"
平时,píngshí,"['ordinarily', 'in normal times', 'in peacetime']"
基,jī,"['base', 'foundation', 'basic', 'radical (chemistry)', '(slang) gay']"
角度,jiǎodù,"['angle', 'point of view']"
爬,pá,"['to crawl', 'to climb', 'to get up or sit up']"
感慨,gǎnkǎi,"['to sigh with sorrow, regret etc', 'rueful', 'deeply moved']"
戏,xì,"['trick', 'drama', 'play', 'show', 'CL:出[chu1],場|场[chang3],臺|台[tai2]']"
乜,miē,"['to squint', 'what? (Cantonese)', 'see also 乜嘢[mie1 ye3]']"
博,bó,['old variant of 博[bo2]']
组,zǔ,"['to form', 'to organize', 'group', 'team', 'classifier for sets, series, groups of people, batteries']"
哒,dā,"['(phonetic)', 'command to a horse', ""clatter (of horses' hoofs)""]"
